GoodReadsBooks_5144,DBpedia_11602,TRUE
GoodReadsBooks_5686,DBpedia_7730,TRUE
GoodReadsBooks_6018,DBpedia_6961,TRUE
GoodReadsBooks_6266,DBpedia_11980,TRUE
GoodReadsBooks_7443,DBpedia_3080,TRUE
GoodReadsBooks_8163,DBpedia_2553,TRUE
GoodReadsBooks_8368,DBpedia_5335,TRUE
GoodReadsBooks_8850,DBpedia_12013,TRUE
GoodReadsBooks_8962,DBpedia_1383,TRUE
GoodReadsBooks_9234,DBpedia_8297,TRUE
GoodReadsBooks_10333,DBpedia_10708,TRUE
GoodReadsBooks_10524,DBpedia_3228,TRUE
GoodReadsBooks_10953,DBpedia_5447,TRUE
GoodReadsBooks_11466,DBpedia_1554,TRUE
GoodReadsBooks_11600,DBpedia_6987,TRUE
GoodReadsBooks_12180,DBpedia_6921,TRUE
GoodReadsBooks_12243,DBpedia_7421,TRUE
GoodReadsBooks_12296,DBpedia_1013,TRUE
GoodReadsBooks_12349,DBpedia_9737,TRUE
GoodReadsBooks_12495,DBpedia_2337,TRUE
GoodReadsBooks_12654,DBpedia_8953,TRUE
GoodReadsBooks_12658,DBpedia_5197,TRUE
GoodReadsBooks_12863,DBpedia_1191,TRUE
GoodReadsBooks_12983,DBpedia_2950,TRUE
GoodReadsBooks_13102,DBpedia_7200,TRUE
GoodReadsBooks_13145,DBpedia_8320,TRUE
GoodReadsBooks_13147,DBpedia_12686,TRUE
GoodReadsBooks_13235,DBpedia_7,TRUE
GoodReadsBooks_13268,DBpedia_6334,TRUE
GoodReadsBooks_13315,DBpedia_151,TRUE
GoodReadsBooks_13754,DBpedia_12259,TRUE
GoodReadsBooks_13760,DBpedia_1208,TRUE
GoodReadsBooks_13793,DBpedia_4110,TRUE
GoodReadsBooks_14030,DBpedia_9635,TRUE
GoodReadsBooks_14144,DBpedia_234,TRUE
GoodReadsBooks_14151,DBpedia_11266,TRUE
GoodReadsBooks_14231,DBpedia_4312,TRUE
GoodReadsBooks_14267,DBpedia_341,TRUE
GoodReadsBooks_14355,DBpedia_1349,TRUE
GoodReadsBooks_14380,DBpedia_7837,TRUE
GoodReadsBooks_14456,DBpedia_5013,TRUE
GoodReadsBooks_14512,DBpedia_992,TRUE
GoodReadsBooks_14556,DBpedia_9352,TRUE
GoodReadsBooks_14593,DBpedia_9639,TRUE
