"[0] BooksTitleJaccardComparator","[1] BooksTitleLevenshteinComparator","[2] BooksISBNComparator","[3] BookPublicationDateComparator","[4] BooksAuthorsComparator","finalValue","isMatch","label"
"0.75","0.9761904761904762","1.0","0.0","1.0","0.8452380952380951","true","1"
"0.0","0.0","0.0","0.0","0.0","0.0","false","0"
"1.0","1.0","1.0","0.0","1.0","0.8999999999999999","true","1"
"0.0","0.0","0.0","0.0","0.0","0.0","false","0"
"0.125","0.0","0.0","0.0","0.0","0.025","false","0"
"1.0","0.9444444444444444","1.0","0.0","1.0","0.8888888888888888","true","1"
"0.0","0.0","0.0","0.0","0.0","0.0","false","0"
"1.0","1.0","1.0","0.0","1.0","0.8999999999999999","true","1"
"1.0","1.0","1.0","0.0","1.0","0.8999999999999999","true","1"
"0.1","0.0","0.0","0.0","0.0","0.020000000000000004","false","0"
"0.0","0.0","0.0","0.0","0.0","0.0","false","0"
"0.0","0.0","0.0","0.0","0.0","0.0","false","0"
"0.0","0.0","0.0","0.0","0.0","0.0","false","0"
"1.0","1.0","1.0","0.0","1.0","0.8999999999999999","true","1"
"0.0","0.0","0.0","0.0","0.0","0.0","false","0"
"0.0","0.0","0.0","0.0","0.0","0.0","false","0"
"0.14285714285714285","0.0","0.0","0.0","0.0","0.02857142857142857","false","0"
"0.0","0.0","0.0","0.0","0.0","0.0","false","0"
"1.0","1.0","1.0","0.0","1.0","0.8999999999999999","true","1"
"0.1","0.0","0.0","0.0","0.0","0.020000000000000004","false","0"
"0.0","0.0","0.0","0.0","0.0","0.0","false","0"
"0.0","0.0","0.0","1.0","0.0","0.1","false","0"
"0.0","0.0","0.0","0.0","0.0","0.0","false","0"
"0.0","0.0","0.0","1.0","0.0","0.1","false","0"
"0.0","0.0","0.0","0.0","0.0","0.0","false","0"
"1.0","1.0","1.0","0.0","1.0","0.8999999999999999","true","1"
"0.0","0.0","0.0","0.0","0.0","0.0","false","0"
"1.0","0.9375","1.0","0.0","1.0","0.8875","true","1"
"0.2","0.0","0.0","0.0","0.0","0.04000000000000001","false","0"
"0.0","0.0","0.0","0.0","0.0","0.0","false","0"
"1.0","1.0","1.0","0.0","1.0","0.8999999999999999","true","1"
"0.0","0.0","0.0","0.0","0.0","0.0","false","0"
"0.0","0.0","0.0","0.0","0.0","0.0","false","0"
"0.0","0.0","0.0","0.0","0.0","0.0","false","0"
"1.0","0.9411764705882353","1.0","0.0","1.0","0.888235294117647","true","1"
"0.0","0.0","0.0","0.0","0.0","0.0","false","0"
"1.0","0.9166666666666666","1.0","0.0","1.0","0.8833333333333333","true","1"
"1.0","0.8888888888888888","1.0","0.0","1.0","0.8777777777777778","true","1"
"1.0","1.0","1.0","0.0","1.0","0.8999999999999999","true","1"
"0.0","0.0","0.0","0.0","0.0","0.0","false","0"
"0.16666666666666666","0.0","0.0","0.0","0.0","0.03333333333333333","false","0"
"0.0","0.0","0.0","0.0","0.0","0.0","false","0"
"0.0","0.0","0.0","0.0","0.0","0.0","false","0"
"1.0","1.0","1.0","0.0","1.0","0.8999999999999999","true","1"
"1.0","0.9","1.0","0.0","1.0","0.8799999999999999","true","1"
"0.0","0.0","0.0","0.0","0.0","0.0","false","0"
"0.0","0.0","0.0","0.0","0.0","0.0","false","0"
"0.0","0.0","0.0","0.0","0.0","0.0","false","0"
"0.0","0.0","0.0","0.0","0.0","0.0","false","0"
"0.0","0.0","0.0","0.0","0.0","0.0","false","0"
"0.25","0.0","0.0","0.0","0.0","0.05","false","0"
"1.0","1.0","1.0","0.0","1.0","0.8999999999999999","true","1"
"0.0","0.0","0.0","0.0","0.0","0.0","false","0"
"1.0","1.0","1.0","0.0","1.0","0.8999999999999999","true","1"
"0.0","0.0","0.0","0.0","0.0","0.0","false","0"
"0.2","0.0","0.0","0.0","0.0","0.04000000000000001","false","0"
"0.0","0.0","0.0","0.0","0.0","0.0","false","0"
"0.0","0.0","0.0","0.0","0.0","0.0","false","0"
"0.0","0.0","0.0","0.0","0.0","0.0","false","0"
"1.0","0.9411764705882353","1.0","0.0","1.0","0.888235294117647","true","1"
"0.0","0.0","0.0","0.0","0.0","0.0","false","0"
"0.0","0.0","0.0","0.0","0.0","0.0","false","0"
"0.15384615384615385","0.0","0.0","1.0","0.0","0.13076923076923078","false","0"
"0.0","0.0","0.0","0.0","0.0","0.0","false","0"
"0.0","0.0","0.0","0.0","0.0","0.0","false","0"
"0.125","0.0","0.0","0.0","0.0","0.025","false","0"
"0.0","0.0","0.0","0.0","0.0","0.0","false","0"
"0.125","0.0","0.0","0.0","0.0","0.025","false","0"
"0.1111111111111111","0.0","0.0","0.0","0.0","0.022222222222222223","false","0"
"0.0","0.0","0.0","0.0","0.0","0.0","false","0"
"1.0","1.0","1.0","0.0","1.0","0.8999999999999999","true","1"
"0.1","0.0","0.0","0.0","0.0","0.020000000000000004","false","0"
"1.0","0.95","1.0","0.0","1.0","0.8899999999999999","true","1"
"0.0","0.0","0.0","0.0","0.0","0.0","false","0"
"1.0","0.875","1.0","0.0","1.0","0.875","true","1"
"0.14285714285714285","0.0","0.0","0.0","0.0","0.02857142857142857","false","0"
"0.0","0.0","0.0","0.0","0.0","0.0","false","0"
"0.07142857142857142","0.0","0.0","0.0","0.0","0.014285714285714285","false","0"
"0.0","0.0","0.0","0.0","0.0","0.0","false","0"
"0.0","0.0","0.0","0.0","0.0","0.0","false","0"
"0.0","0.0","0.0","0.0","0.0","0.0","false","0"
"0.1111111111111111","0.0","0.0","0.0","0.0","0.022222222222222223","false","0"
"1.0","1.0","1.0","0.0","1.0","0.8999999999999999","true","1"
"1.0","1.0","1.0","0.0","1.0","0.8999999999999999","true","1"
"1.0","0.8888888888888888","1.0","0.0","0.0","0.6777777777777778","false","1"
"1.0","1.0","1.0","0.0","1.0","0.8999999999999999","true","1"
"0.0","0.0","0.0","0.0","0.0","0.0","false","0"
"0.0","0.0","0.0","0.0","0.0","0.0","false","0"
"1.0","1.0","1.0","0.0","1.0","0.8999999999999999","true","1"
"0.0","0.0","0.0","0.0","0.0","0.0","false","0"
"0.5714285714285714","0.0","1.0","0.0","1.0","0.6142857142857143","false","1"
"0.0","0.0","0.0","0.0","0.0","0.0","false","0"
"0.0","0.0","0.0","1.0","0.0","0.1","false","0"
"1.0","0.9333333333333333","1.0","0.0","1.0","0.8866666666666667","true","1"
"1.0","1.0","1.0","0.0","1.0","0.8999999999999999","true","1"
"1.0","0.8333333333333334","1.0","0.0","1.0","0.8666666666666667","true","1"
"0.0","0.0","0.0","0.0","0.0","0.0","false","0"
"0.0","0.0","0.0","0.0","0.0","0.0","false","0"
"0.0","0.0","0.0","0.0","0.0","0.0","false","0"
"1.0","0.875","1.0","0.0","1.0","0.875","true","1"
"0.0","0.0","0.0","0.0","0.0","0.0","false","0"
"1.0","1.0","1.0","0.0","1.0","0.8999999999999999","true","1"
"0.0","0.0","0.0","0.0","0.0","0.0","false","0"
"0.75","0.8214285714285714","1.0","0.0","1.0","0.8142857142857143","true","1"
"0.0","0.0","0.0","0.0","0.0","0.0","false","0"
"0.0","0.0","0.0","0.0","0.0","0.0","false","0"
"1.0","1.0","1.0","0.0","1.0","0.8999999999999999","true","1"
"0.0","0.0","0.0","0.0","0.0","0.0","false","0"
"0.0","0.0","0.0","0.0","0.0","0.0","false","0"
"0.0","0.0","0.0","0.0","0.0","0.0","false","0"
"1.0","0.8571428571428572","1.0","0.0","1.0","0.8714285714285714","true","1"
"0.16666666666666666","0.0","0.0","0.0","0.0","0.03333333333333333","false","0"
"0.1","0.0","1.0","0.0","1.0","0.52","false","1"
"0.0","0.0","0.0","0.0","0.0","0.0","false","0"
"0.0","0.0","0.0","0.0","0.0","0.0","false","0"
"1.0","1.0","1.0","0.0","1.0","0.8999999999999999","true","1"
"0.0","0.0","0.0","0.0","0.0","0.0","false","0"
"0.0","0.0","0.0","0.0","0.0","0.0","false","0"
"0.0","0.0","0.0","0.0","0.0","0.0","false","0"
"0.0","0.0","0.0","0.0","0.0","0.0","false","0"
"0.1875","0.0","1.0","0.0","1.0","0.5375000000000001","false","1"
"1.0","1.0","1.0","0.0","1.0","0.8999999999999999","true","1"
"1.0","1.0","1.0","0.0","1.0","0.8999999999999999","true","1"
"0.0","0.0","0.0","0.0","0.0","0.0","false","0"
"0.0","0.0","0.0","0.0","0.0","0.0","false","0"
"0.0","0.0","1.0","0.0","1.0","0.5","false","1"
"0.0","0.0","0.0","0.0","0.0","0.0","false","0"
"0.0","0.0","0.0","0.0","0.0","0.0","false","0"
"0.0","0.0","0.0","0.0","0.0","0.0","false","0"
"1.0","1.0","1.0","0.0","0.0","0.7","true","1"
"0.5","0.0","1.0","0.0","1.0","0.6000000000000001","false","1"
"0.0","0.0","0.0","0.0","0.0","0.0","false","0"
"0.0","0.0","0.0","0.0","0.0","0.0","false","0"
"1.0","1.0","1.0","0.0","1.0","0.8999999999999999","true","1"
"1.0","0.9411764705882353","1.0","0.0","1.0","0.888235294117647","true","1"
"1.0","1.0","1.0","0.0","1.0","0.8999999999999999","true","1"
"1.0","1.0","1.0","0.0","1.0","0.8999999999999999","true","1"
"0.0","0.0","0.0","0.0","0.0","0.0","false","0"
"1.0","0.9411764705882353","1.0","0.0","1.0","0.888235294117647","true","1"
"1.0","1.0","1.0","0.0","1.0","0.8999999999999999","true","1"
"0.0","0.0","0.0","0.0","0.0","0.0","false","0"
"0.0","0.0","0.0","0.0","0.0","0.0","false","0"
"0.3333333333333333","0.0","1.0","0.0","1.0","0.5666666666666667","false","1"
"0.0","0.0","0.0","0.0","0.0","0.0","false","0"
"0.0","0.0","0.0","0.0","0.0","0.0","false","0"
"0.0","0.0","0.0","0.0","0.0","0.0","false","0"
